PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret
89268,1/28/2005,157,2.01%,0.4045,0.0048,3.72%,3.83%,5.48%,1.87%
89269,1/7/2005,154,-0.14%,0.8477,0.0116,6.18%,6.46%,8.60%,2.07%
89269,1/14/2005,155,14.69%,0.846,0.0124,6.25%,6.53%,8.33%,14.65%
89269,1/21/2005,156,-3.05%,0.8519,0.0122,6.24%,6.52%,8.44%,-1.95%
89269,1/28/2005,157,0.70%,0.8518,0.0122,6.22%,6.50%,8.44%,0.45%
89270,1/7/2005,152,-0.33%,0.1075,0.0048,2.93%,2.94%,0.67%,-0.09%
89270,1/14/2005,153,-0.35%,0.1076,0.0047,2.92%,2.93%,0.67%,-0.39%
89270,1/21/2005,154,1.37%,0.1057,0.0048,2.91%,2.92%,0.65%,1.48%
89270,1/28/2005,155,7.10%,0.1073,0.0052,2.95%,2.96%,0.65%,7.04%
89271,1/7/2005,155,-11.21%,1.399,-0.0038,8.03%,8.62%,13.21%,-7.62%
89271,1/14/2005,156,10.00%,1.398,-0.0031,8.05%,8.64%,13.08%,9.96%
89271,1/21/2005,157,-3.13%,1.3998,-0.0032,8.03%,8.61%,13.13%,-1.30%
89271,1/28/2005,158,-0.46%,1.3997,-0.0032,8.00%,8.58%,13.13%,-0.85%
89274,1/7/2005,153,-11.54%,1.0444,-0.0071,9.27%,9.56%,6.00%,-8.90%
89274,1/14/2005,154,1.90%,1.0441,-0.007,9.24%,9.53%,6.00%,1.86%
89274,1/21/2005,155,-4.53%,1.0487,-0.0071,9.21%,9.50%,6.06%,-3.17%
89274,1/28/2005,156,-1.12%,1.0485,-0.0072,9.18%,9.47%,6.06%,-1.42%
89276,1/7/2005,154,-0.43%,1.4563,-0.0012,10.30%,10.80%,9.09%,3.40%
89276,1/14/2005,155,-1.59%,1.4565,-0.0013,10.26%,10.76%,9.09%,-1.63%
89276,1/21/2005,156,-0.61%,1.4538,-0.0012,10.23%,10.73%,9.08%,1.31%
89276,1/28/2005,157,0.15%,1.4538,-0.0012,10.20%,10.70%,9.08%,-0.25%
89278,1/7/2005,151,-2.80%,0.478,0.0009,4.09%,4.23%,6.46%,-1.60%
89278,1/14/2005,152,0.70%,0.478,0.0009,4.08%,4.22%,6.45%,0.66%
89278,1/21/2005,153,-0.30%,0.4776,0.001,4.06%,4.20%,6.46%,0.31%
89278,1/28/2005,154,-1.78%,0.4771,0.0008,4.05%,4.19%,6.44%,-1.94%
89279,1/7/2005,226,-1.15%,0.0167,0.0047,2.96%,2.96%,0.02%,-1.15%
89279,1/14/2005,227,3.21%,0.0168,0.0048,2.95%,2.95%,0.02%,3.17%
89279,1/21/2005,228,1.33%,0.0162,0.0048,2.95%,2.95%,0.02%,1.32%
89279,1/28/2005,229,-0.43%,0.016,0.0048,2.94%,2.94%,0.02%,-0.48%
89281,1/7/2005,147,0.85%,-0.0004,0.0008,1.49%,1.49%,0.00%,0.81%
89281,1/14/2005,148,1.05%,-0.0005,0.0008,1.49%,1.49%,0.00%,1.01%
89281,1/21/2005,149,0.49%,-0.0012,0.0009,1.48%,1.48%,0.00%,0.46%
89281,1/28/2005,150,0.62%,-0.0011,0.0009,1.48%,1.48%,0.00%,0.58%
89282,1/7/2005,147,0.79%,-0.0904,0.0008,1.40%,1.42%,2.09%,0.51%
89282,1/14/2005,148,0.59%,-0.0905,0.0008,1.40%,1.41%,2.09%,0.55%
89282,1/21/2005,149,1.14%,-0.0922,0.0009,1.39%,1.41%,2.17%,0.99%
89282,1/28/2005,150,0.70%,-0.0921,0.0009,1.39%,1.41%,2.16%,0.69%
89283,1/7/2005,147,2.06%,-0.0238,0.0006,1.48%,1.48%,0.13%,1.98%
89283,1/14/2005,148,1.13%,-0.024,0.0007,1.48%,1.48%,0.13%,1.09%
89283,1/21/2005,149,0.72%,-0.0251,0.0007,1.47%,1.47%,0.15%,0.65%
89283,1/28/2005,150,1.50%,-0.0248,0.0008,1.47%,1.47%,0.14%,1.46%
89284,1/7/2005,150,-2.22%,0.4264,0.0051,2.92%,3.07%,9.73%,-1.15%
89284,1/14/2005,151,-2.40%,0.4267,0.0049,2.92%,3.07%,9.69%,-2.44%
89284,1/21/2005,152,-1.50%,0.4294,0.0048,2.91%,3.07%,9.81%,-0.97%
89284,1/28/2005,153,-4.02%,0.4283,0.0045,2.93%,3.08%,9.62%,-4.17%
89286,1/7/2005,151,-4.38%,0.9596,0.0012,0.90%,2.34%,85.11%,-1.91%
89286,1/14/2005,152,0.27%,0.9596,0.0012,0.90%,2.33%,85.11%,0.22%
89286,1/21/2005,153,-0.53%,0.9585,0.0012,0.90%,2.32%,85.08%,0.72%
89286,1/28/2005,154,-0.11%,0.9584,0.0012,0.90%,2.32%,85.05%,-0.39%
89289,1/7/2005,150,-4.61%,1.156,0.003,4.70%,5.37%,23.40%,-1.62%
89289,1/14/2005,151,2.08%,1.1558,0.0031,4.69%,5.36%,23.38%,2.04%
89289,1/21/2005,152,-2.13%,1.1576,0.003,4.67%,5.34%,23.47%,-0.62%
89289,1/28/2005,153,-2.17%,1.1569,0.0028,4.66%,5.33%,23.41%,-2.50%
89290,1/7/2005,147,-13.02%,1.5951,0.009,10.36%,10.97%,10.83%,-8.94%
89290,1/14/2005,148,8.31%,1.5942,0.0095,10.34%,10.95%,10.79%,8.27%
89290,1/21/2005,149,27.77%,1.5393,0.0115,10.57%,11.13%,9.70%,29.86%
89290,1/28/2005,150,-1.33%,1.5387,0.0113,10.54%,11.09%,9.69%,-1.75%
89291,1/7/2005,151,1.52%,-0.0072,0.0022,3.76%,3.76%,0.00%,1.48%
89291,1/14/2005,152,-3.89%,-0.0068,0.0019,3.76%,3.76%,0.00%,-3.93%
89291,1/21/2005,153,3.28%,-0.0124,0.0021,3.76%,3.76%,0.01%,3.24%
89291,1/28/2005,154,2.35%,-0.0119,0.0023,3.75%,3.75%,0.01%,2.31%
89292,1/7/2005,148,-4.53%,0.6461,0.0038,4.11%,4.36%,11.17%,-2.89%
89292,1/14/2005,149,-4.91%,0.6468,0.0035,4.12%,4.37%,11.08%,-4.95%
89292,1/21/2005,150,-2.79%,0.6511,0.0033,4.11%,4.36%,11.22%,-1.96%
89292,1/28/2005,151,-1.33%,0.6507,0.0032,4.10%,4.35%,11.19%,-1.53%
89293,1/7/2005,149,-2.18%,-0.1256,0.0018,3.09%,3.11%,0.83%,-2.58%
89293,1/14/2005,150,-1.20%,-0.1255,0.0017,3.08%,3.10%,0.83%,-1.24%
89293,1/21/2005,151,0.87%,-0.1264,0.0017,3.07%,3.09%,0.84%,0.67%
89293,1/28/2005,152,0.79%,-0.1263,0.0018,3.06%,3.08%,0.84%,0.78%
89295,1/7/2005,143,-2.38%,0.0163,0.0028,2.35%,2.35%,0.02%,-2.41%
89295,1/14/2005,144,-0.66%,0.0164,0.0027,2.34%,2.34%,0.03%,-0.70%
89295,1/21/2005,145,-0.24%,0.0174,0.0027,2.33%,2.33%,0.03%,-0.25%
89295,1/28/2005,146,2.24%,0.0179,0.0028,2.33%,2.33%,0.03%,2.20%
89297,1/7/2005,146,-15.74%,1.9799,0.0194,28.68%,29.02%,2.38%,-10.68%
89297,1/14/2005,147,-21.98%,1.9835,0.0177,28.65%,28.99%,2.38%,-22.02%
89297,1/21/2005,148,16.90%,1.9492,0.019,28.59%,28.92%,2.30%,19.52%
89297,1/28/2005,149,-8.43%,1.9471,0.0183,28.50%,28.84%,2.29%,-8.95%
89298,1/7/2005,143,-3.69%,0.2149,0.0036,2.73%,2.77%,3.07%,-3.19%
89298,1/14/2005,144,-1.00%,0.215,0.0035,2.72%,2.77%,3.07%,-1.04%
89298,1/21/2005,145,0.10%,0.215,0.0035,2.71%,2.76%,3.08%,0.36%
89298,1/28/2005,146,-2.76%,0.2143,0.0033,2.72%,2.76%,3.03%,-2.86%
89300,1/7/2005,144,-5.09%,0.0998,-0.0133,16.74%,16.74%,0.02%,-4.90%
89300,1/14/2005,145,-6.59%,0.1007,-0.0137,16.68%,16.69%,0.02%,-6.63%
89300,1/21/2005,146,6.27%,0.0856,-0.0132,16.64%,16.64%,0.01%,6.37%
89300,1/28/2005,147,5.65%,0.0869,-0.0127,16.59%,16.59%,0.01%,5.59%
89301,1/7/2005,145,-12.57%,1.1999,0.0016,7.55%,8.03%,11.50%,-9.54%
89301,1/14/2005,146,-2.56%,1.2003,0.0014,7.53%,8.01%,11.50%,-2.60%
89301,1/21/2005,147,0.26%,1.1971,0.0015,7.51%,7.98%,11.47%,1.83%
89301,1/28/2005,148,-1.57%,1.1967,0.0014,7.48%,7.95%,11.46%,-1.91%
89303,1/7/2005,147,1.07%,0.5994,0.0018,4.68%,4.87%,7.75%,2.64%
89303,1/14/2005,148,7.35%,0.5984,0.0022,4.70%,4.89%,7.62%,7.31%
89303,1/21/2005,149,-1.94%,0.6011,0.0022,4.69%,4.88%,7.69%,-1.18%
89303,1/28/2005,150,1.46%,0.6013,0.0022,4.67%,4.86%,7.70%,1.27%
89304,1/7/2005,146,-4.32%,0.2592,0.0051,3.10%,3.15%,3.46%,-3.72%
89304,1/14/2005,147,2.28%,0.259,0.0053,3.09%,3.14%,3.45%,2.24%
89304,1/21/2005,148,-1.04%,0.2614,0.0052,3.08%,3.14%,3.52%,-0.73%
89304,1/28/2005,149,-0.25%,0.2612,0.0051,3.07%,3.13%,3.51%,-0.36%
89305,1/7/2005,146,3.07%,0.476,-0.0027,4.39%,4.52%,5.66%,4.34%
89305,1/14/2005,147,6.92%,0.4749,-0.0022,4.42%,4.55%,5.55%,6.87%
89305,1/21/2005,148,2.28%,0.4689,-0.002,4.41%,4.54%,5.41%,2.88%
89305,1/28/2005,149,4.77%,0.4698,-0.0017,4.41%,4.54%,5.39%,4.62%
89306,1/7/2005,146,-1.20%,0.6115,0.0101,7.67%,7.80%,3.15%,0.36%
89306,1/14/2005,147,0.49%,0.6116,0.01,7.65%,7.77%,3.15%,0.45%
89306,1/21/2005,148,-5.41%,0.6225,0.0097,7.64%,7.76%,3.26%,-4.63%
89306,1/28/2005,149,1.04%,0.6225,0.0096,7.61%,7.74%,3.26%,0.85%
89307,1/7/2005,146,-6.28%,0.6627,0.0024,7.11%,7.27%,4.25%,-4.61%
89307,1/14/2005,147,1.80%,0.6624,0.0025,7.09%,7.24%,4.25%,1.76%
89307,1/21/2005,148,1.06%,0.6592,0.0026,7.07%,7.22%,4.22%,1.91%
89307,1/28/2005,149,-8.30%,0.6576,0.0021,7.08%,7.23%,4.16%,-8.50%
89308,1/7/2005,146,-2.22%,0.0169,0.0023,3.30%,3.30%,0.01%,-2.24%
89308,1/14/2005,147,1.14%,0.0168,0.0024,3.29%,3.29%,0.01%,1.10%
89308,1/21/2005,148,-0.22%,0.0177,0.0024,3.27%,3.27%,0.01%,-0.23%
89308,1/28/2005,149,-2.48%,0.0172,0.0022,3.27%,3.27%,0.01%,-2.52%
89310,1/7/2005,144,-2.74%,1.1569,0.0045,5.10%,5.74%,21.00%,0.28%
89310,1/14/2005,145,-3.52%,1.1576,0.0042,5.10%,5.73%,20.95%,-3.56%
89310,1/21/2005,146,-1.19%,1.1578,0.0042,5.08%,5.71%,21.00%,0.33%
89310,1/28/2005,147,2.24%,1.1581,0.0043,5.06%,5.70%,21.00%,1.91%
89312,1/7/2005,144,-13.87%,0.324,0.0072,6.32%,6.36%,1.34%,-13.20%
89312,1/14/2005,145,12.84%,0.3221,0.0081,6.38%,6.42%,1.29%,12.80%
89312,1/21/2005,146,-10.48%,0.3433,0.0073,6.42%,6.47%,1.44%,-10.08%
89312,1/28/2005,147,3.24%,0.3437,0.0075,6.40%,6.45%,1.44%,3.11%
89313,1/7/2005,147,-6.17%,1.3972,0.0057,7.52%,8.16%,15.02%,-2.56%
89313,1/14/2005,148,2.41%,1.3969,0.0058,7.50%,8.13%,15.01%,2.37%
89313,1/21/2005,149,-1.67%,1.3977,0.0057,7.47%,8.11%,15.06%,0.16%
89313,1/28/2005,150,-7.41%,1.396,0.0052,7.48%,8.11%,14.93%,-7.79%
89317,1/7/2005,245,0.00%,0.0855,0.0057,13.17%,13.17%,0.03%,0.18%
89317,1/14/2005,246,4.91%,0.0856,0.0058,13.14%,13.15%,0.03%,4.87%
89317,1/21/2005,247,-1.61%,0.087,0.0057,13.12%,13.12%,0.04%,-1.52%
89317,1/28/2005,248,0.88%,0.087,0.0058,13.09%,13.09%,0.04%,0.82%
89320,1/7/2005,141,-1.74%,0.2161,-0.0006,3.80%,3.83%,1.63%,-1.23%
89320,1/14/2005,142,-1.78%,0.2162,-0.0007,3.79%,3.82%,1.63%,-1.82%
89320,1/21/2005,143,5.42%,0.205,-0.0003,3.81%,3.84%,1.45%,5.68%
89320,1/28/2005,144,-0.01%,0.205,-0.0003,3.79%,3.82%,1.45%,-0.10%
89321,1/7/2005,143,-7.08%,0.5129,0.0077,5.08%,5.22%,4.94%,-5.83%
89321,1/14/2005,144,2.02%,0.5127,0.0078,5.07%,5.20%,4.94%,1.98%
89321,1/21/2005,145,-2.04%,0.517,0.0077,5.05%,5.19%,5.02%,-1.39%
89321,1/28/2005,146,2.03%,0.5172,0.0077,5.04%,5.17%,5.03%,1.86%
89323,1/7/2005,140,-5.24%,0.7159,0.0034,3.09%,3.49%,21.62%,-3.42%
89323,1/14/2005,141,-2.82%,0.7162,0.0031,3.09%,3.49%,21.50%,-2.86%
89323,1/21/2005,142,-2.66%,0.7203,0.003,3.09%,3.49%,21.69%,-1.74%
89323,1/28/2005,143,1.99%,0.7206,0.0031,3.08%,3.48%,21.68%,1.77%
89326,1/7/2005,141,-9.13%,0.8529,0.005,5.37%,5.70%,11.45%,-6.99%
89326,1/14/2005,142,-3.34%,0.8533,0.0047,5.36%,5.69%,11.42%,-3.38%
89326,1/21/2005,143,-1.96%,0.8558,0.0046,5.34%,5.67%,11.51%,-0.85%
89326,1/28/2005,144,-6.19%,0.8541,0.0041,5.35%,5.68%,11.35%,-6.44%
89327,1/7/2005,141,3.92%,1.2164,0.0005,6.47%,7.03%,15.31%,7.16%
89327,1/14/2005,142,3.98%,1.216,0.0008,6.46%,7.02%,15.27%,3.94%
89327,1/21/2005,143,13.77%,1.1863,0.0019,6.56%,7.08%,14.19%,15.36%
89327,1/28/2005,144,-0.12%,1.1861,0.0018,6.54%,7.06%,14.19%,-0.45%
89328,1/7/2005,141,-1.36%,0.505,0.0073,5.80%,5.91%,3.74%,-0.08%
89328,1/14/2005,142,1.60%,0.5049,0.0073,5.78%,5.89%,3.74%,1.56%
89328,1/21/2005,143,-0.98%,0.507,0.0073,5.76%,5.87%,3.77%,-0.34%
89328,1/28/2005,144,0.00%,0.5068,0.0072,5.74%,5.85%,3.77%,-0.16%
89329,1/7/2005,140,-4.81%,0.9665,0.0024,5.46%,5.88%,13.88%,-2.32%
89329,1/14/2005,141,-1.81%,0.9667,0.0023,5.44%,5.87%,13.87%,-1.85%
89329,1/21/2005,142,2.47%,0.9598,0.0025,5.43%,5.85%,13.70%,3.73%
89329,1/28/2005,143,8.33%,0.9617,0.0031,5.45%,5.87%,13.57%,8.05%
89330,1/7/2005,140,-8.03%,0.728,0.0091,4.50%,4.79%,11.86%,-6.22%
89330,1/14/2005,141,8.81%,0.7271,0.0096,4.53%,4.82%,11.61%,8.77%
89330,1/21/2005,142,2.27%,0.7227,0.0098,4.52%,4.81%,11.50%,3.21%
89330,1/28/2005,143,0.77%,0.7226,0.0098,4.51%,4.79%,11.49%,0.56%
89331,1/7/2005,141,-1.22%,-0.1005,-0.0058,9.83%,9.83%,0.05%,-1.53%
89331,1/14/2005,142,-4.94%,-0.1001,-0.0061,9.80%,9.80%,0.05%,-4.98%
89331,1/21/2005,143,-2.60%,-0.0959,-0.0062,9.77%,9.77%,0.05%,-2.76%
89331,1/28/2005,144,4.00%,-0.0947,-0.0059,9.74%,9.74%,0.05%,3.98%
89332,1/7/2005,139,-7.94%,0.6378,0.0007,4.62%,4.84%,8.92%,-6.36%
89332,1/14/2005,140,9.87%,0.6364,0.0014,4.68%,4.89%,8.64%,9.83%
89332,1/21/2005,141,2.87%,0.6294,0.0016,4.67%,4.88%,8.45%,3.69%
89332,1/28/2005,142,0.44%,0.6294,0.0016,4.65%,4.86%,8.45%,0.25%
89333,1/7/2005,246,-9.80%,2.8552,0.007,9.84%,12.77%,40.61%,-2.31%
89333,1/14/2005,247,1.24%,2.8552,0.007,9.82%,12.74%,40.61%,1.20%
89333,1/21/2005,248,-4.22%,2.856,0.007,9.80%,12.72%,40.64%,-0.44%
89333,1/28/2005,249,-4.00%,2.8552,0.0068,9.79%,12.70%,40.60%,-4.75%
89335,1/7/2005,143,-3.60%,0.7594,-0.001,4.61%,4.92%,12.17%,-1.65%
89335,1/14/2005,144,-1.67%,0.7597,-0.0011,4.60%,4.91%,12.16%,-1.71%
89335,1/21/2005,145,-2.95%,0.7633,-0.0012,4.59%,4.90%,12.28%,-1.96%
89335,1/28/2005,146,2.39%,0.7638,-0.0011,4.57%,4.88%,12.28%,2.17%
89336,1/7/2005,139,3.69%,-0.0441,0.0011,1.52%,1.53%,0.43%,3.57%
89336,1/14/2005,140,-0.77%,-0.044,0.001,1.52%,1.52%,0.43%,-0.81%
89336,1/21/2005,141,0.21%,-0.044,0.001,1.51%,1.52%,0.43%,0.12%
89336,1/28/2005,142,0.97%,-0.0438,0.0011,1.51%,1.51%,0.42%,0.94%
89337,1/7/2005,139,3.63%,-0.0221,0.0011,1.58%,1.58%,0.10%,3.57%
89337,1/14/2005,140,-2.46%,-0.0217,0.0009,1.59%,1.59%,0.10%,-2.50%
89337,1/21/2005,141,2.43%,-0.0263,0.0011,1.60%,1.60%,0.14%,2.37%
89337,1/28/2005,142,0.54%,-0.0262,0.0011,1.59%,1.59%,0.14%,0.51%
89338,1/7/2005,139,2.38%,-0.0376,0.0008,1.71%,1.71%,0.25%,2.27%
89338,1/14/2005,140,1.65%,-0.0378,0.001,1.71%,1.71%,0.25%,1.61%
89338,1/21/2005,141,1.05%,-0.0395,0.001,1.70%,1.71%,0.27%,0.96%
89338,1/28/2005,142,2.76%,-0.0389,0.0012,1.71%,1.71%,0.26%,2.73%
89339,1/7/2005,139,2.16%,-0.0093,0.0015,1.96%,1.96%,0.01%,2.11%
89339,1/14/2005,140,3.98%,-0.0098,0.0018,1.98%,1.98%,0.01%,3.94%
89339,1/21/2005,141,-4.98%,0.0006,0.0014,2.02%,2.02%,0.00%,-5.02%
89339,1/28/2005,142,1.45%,0.0009,0.0015,2.01%,2.01%,0.00%,1.41%
89340,1/7/2005,139,2.42%,-0.0266,0.0016,1.82%,1.82%,0.11%,2.33%
89340,1/14/2005,140,-0.61%,-0.0265,0.0015,1.81%,1.81%,0.11%,-0.65%
89340,1/21/2005,141,-0.94%,-0.0242,0.0015,1.81%,1.81%,0.09%,-1.01%
89340,1/28/2005,142,-2.28%,-0.0247,0.0013,1.81%,1.81%,0.09%,-2.32%
89342,1/7/2005,139,0.67%,-0.0275,0.0012,1.84%,1.85%,0.11%,0.56%
89342,1/14/2005,140,-0.09%,-0.0275,0.0012,1.84%,1.84%,0.11%,-0.13%
89342,1/21/2005,141,0.07%,-0.0272,0.0012,1.83%,1.83%,0.11%,0.00%
89342,1/28/2005,142,1.40%,-0.027,0.0013,1.83%,1.83%,0.11%,1.37%
89343,1/7/2005,139,0.47%,-0.0402,0.002,1.89%,1.89%,0.23%,0.33%
89343,1/14/2005,140,-5.12%,-0.0395,0.0016,1.94%,1.94%,0.21%,-5.16%
89343,1/21/2005,141,-1.94%,-0.0351,0.0015,1.94%,1.94%,0.17%,-2.02%
89343,1/28/2005,142,0.19%,-0.0351,0.0015,1.93%,1.93%,0.17%,0.16%
89344,1/7/2005,139,0.95%,-0.0686,0.0012,1.74%,1.75%,0.79%,0.73%
89344,1/14/2005,140,2.31%,-0.0689,0.0014,1.74%,1.75%,0.79%,2.27%
89344,1/21/2005,141,1.65%,-0.0716,0.0015,1.74%,1.75%,0.86%,1.52%
89344,1/28/2005,142,-0.71%,-0.0718,0.0014,1.73%,1.74%,0.86%,-0.74%
89347,1/7/2005,141,-5.58%,1.0359,0.0028,6.35%,6.77%,11.98%,-2.92%
89347,1/14/2005,142,7.13%,1.0352,0.0033,6.36%,6.77%,11.88%,7.09%
89347,1/21/2005,143,1.45%,1.0304,0.0035,6.34%,6.75%,11.80%,2.80%
89347,1/28/2005,144,4.14%,1.0313,0.0037,6.32%,6.73%,11.79%,3.85%
89348,1/7/2005,139,-2.17%,0.0779,0.0019,1.74%,1.75%,1.02%,-2.03%
89348,1/14/2005,140,-1.65%,0.0782,0.0018,1.75%,1.75%,1.01%,-1.69%
89348,1/21/2005,141,2.00%,0.0744,0.0019,1.75%,1.75%,0.91%,2.07%
89348,1/28/2005,142,0.38%,0.0744,0.0019,1.74%,1.75%,0.92%,0.32%
89349,1/7/2005,142,-7.82%,0.5983,0.0076,6.06%,6.20%,4.73%,-6.36%
89349,1/14/2005,143,7.15%,0.5976,0.0081,6.06%,6.20%,4.68%,7.11%
89349,1/21/2005,144,-4.10%,0.6057,0.0078,6.05%,6.20%,4.80%,-3.34%
89349,1/28/2005,145,2.57%,0.6061,0.0079,6.03%,6.18%,4.81%,2.38%
89350,1/7/2005,140,-1.77%,0.4448,0.0063,4.07%,4.19%,5.79%,-0.65%
89350,1/14/2005,141,-0.78%,0.445,0.0062,4.06%,4.18%,5.78%,-0.82%
89350,1/21/2005,142,-0.17%,0.4454,0.0061,4.04%,4.17%,5.81%,0.40%
89350,1/28/2005,143,0.61%,0.4454,0.0061,4.03%,4.15%,5.81%,0.46%
89352,1/7/2005,136,-5.87%,0.9442,0.0075,8.69%,8.95%,5.69%,-3.47%
89352,1/14/2005,137,-4.00%,0.945,0.0071,8.67%,8.93%,5.68%,-4.04%
89352,1/21/2005,138,-0.06%,0.9441,0.0072,8.64%,8.90%,5.69%,1.17%
89352,1/28/2005,139,-1.23%,0.9437,0.007,8.61%,8.87%,5.68%,-1.50%
89353,1/7/2005,138,-10.21%,0.8347,0.0014,6.28%,6.56%,8.39%,-8.13%
89353,1/14/2005,139,1.73%,0.8345,0.0015,6.25%,6.53%,8.39%,1.69%
89353,1/21/2005,140,-9.76%,0.8522,0.0009,6.28%,6.57%,8.63%,-8.68%
89353,1/28/2005,141,2.35%,0.8526,0.001,6.26%,6.54%,8.63%,2.10%
89354,1/7/2005,137,16.67%,1.4137,0.0114,20.94%,21.18%,2.32%,20.56%
89354,1/14/2005,138,-13.10%,1.4156,0.0104,20.90%,21.14%,2.32%,-13.14%
89354,1/21/2005,139,-15.07%,1.4441,0.0094,20.85%,21.11%,2.41%,-13.21%
89354,1/28/2005,140,-16.13%,1.4402,0.0081,20.83%,21.08%,2.38%,-16.52%
89355,1/7/2005,139,-8.58%,0.7851,0.0032,4.71%,5.03%,12.52%,-6.62%
89355,1/14/2005,140,-0.94%,0.7853,0.0031,4.69%,5.02%,12.52%,-0.98%
89355,1/21/2005,141,3.79%,0.7763,0.0034,4.69%,5.01%,12.23%,4.81%
89355,1/28/2005,142,-1.37%,0.7758,0.0033,4.68%,4.99%,12.21%,-1.60%
89356,1/7/2005,137,-3.18%,0.2494,0.0209,7.79%,7.82%,0.53%,-2.61%
89356,1/14/2005,138,8.31%,0.2486,0.0213,7.78%,7.80%,0.52%,8.27%
89356,1/21/2005,139,-4.47%,0.2612,0.0208,7.77%,7.80%,0.58%,-4.17%
89356,1/28/2005,140,6.77%,0.2622,0.0212,7.76%,7.78%,0.58%,6.67%
89358,1/7/2005,136,8.67%,0.0251,0.002,1.87%,1.87%,0.09%,8.79%
89358,1/14/2005,137,-3.13%,0.0257,0.0018,1.88%,1.88%,0.09%,-3.17%
89358,1/21/2005,138,-3.20%,0.0327,0.0015,1.90%,1.90%,0.15%,-3.20%
89358,1/28/2005,139,-0.37%,0.0326,0.0015,1.89%,1.89%,0.15%,-0.42%
89359,1/7/2005,136,-1.80%,0.0522,0.001,1.72%,1.72%,0.47%,-1.72%
89359,1/14/2005,137,3.60%,0.0515,0.0013,1.74%,1.74%,0.44%,3.56%
89359,1/21/2005,138,-1.72%,0.0553,0.0011,1.74%,1.74%,0.51%,-1.68%
89359,1/28/2005,139,0.67%,0.0554,0.0012,1.73%,1.74%,0.51%,0.62%
89361,1/7/2005,136,0.94%,-0.0644,0.0013,1.42%,1.43%,1.03%,0.74%
89361,1/14/2005,137,-0.96%,-0.0642,0.0013,1.42%,1.43%,1.02%,-1.00%
89361,1/21/2005,138,0.95%,-0.0656,0.0013,1.42%,1.43%,1.07%,0.83%
89361,1/28/2005,139,0.67%,-0.0655,0.0013,1.41%,1.42%,1.07%,0.65%
89362,1/7/2005,136,0.71%,-0.038,0.0009,1.40%,1.40%,0.38%,0.57%
89362,1/14/2005,137,1.90%,-0.0384,0.001,1.40%,1.40%,0.38%,1.86%
89362,1/21/2005,138,0.90%,-0.0399,0.0011,1.40%,1.40%,0.41%,0.82%
89362,1/28/2005,139,0.34%,-0.0398,0.0011,1.39%,1.39%,0.41%,0.31%
89363,1/7/2005,136,0.40%,-0.0005,0.0011,1.44%,1.44%,0.00%,0.36%
89363,1/14/2005,137,1.79%,-0.0008,0.0012,1.44%,1.44%,0.00%,1.75%
89363,1/21/2005,138,-0.13%,-0.0002,0.0012,1.43%,1.43%,0.00%,-0.17%
89363,1/28/2005,139,-0.59%,-0.0004,0.0011,1.43%,1.43%,0.00%,-0.63%
89364,1/7/2005,136,-0.66%,0.083,0.0013,1.78%,1.79%,1.09%,-0.49%
89364,1/14/2005,137,-2.46%,0.0835,0.0011,1.79%,1.80%,1.09%,-2.50%
89364,1/21/2005,138,-0.78%,0.0852,0.0011,1.79%,1.80%,1.14%,-0.70%
89364,1/28/2005,139,-1.18%,0.0849,0.001,1.78%,1.79%,1.12%,-1.24%
89365,1/7/2005,136,0.85%,-0.1512,0.001,1.63%,1.66%,4.23%,0.41%
89365,1/14/2005,137,0.33%,-0.1513,0.001,1.62%,1.66%,4.23%,0.29%
89365,1/21/2005,138,1.05%,-0.1528,0.0011,1.62%,1.65%,4.32%,0.82%
89365,1/28/2005,139,-0.21%,-0.1528,0.001,1.61%,1.65%,4.32%,-0.21%
89366,1/7/2005,138,2.02%,0.3247,-0.0067,10.90%,10.92%,0.46%,2.87%
89366,1/14/2005,139,-0.50%,0.3246,-0.0067,10.86%,10.89%,0.46%,-0.54%
89366,1/21/2005,140,6.97%,0.3085,-0.0061,10.84%,10.86%,0.41%,7.37%
89366,1/28/2005,141,-10.70%,0.3063,-0.0069,10.84%,10.86%,0.40%,-10.81%
89367,1/7/2005,137,-10.87%,1.379,-0.0008,7.49%,8.12%,15.01%,-7.34%
89367,1/14/2005,138,-1.66%,1.3793,-0.0009,7.46%,8.09%,15.01%,-1.70%
89367,1/21/2005,139,-3.72%,1.3829,-0.001,7.44%,8.07%,15.11%,-1.91%
89367,1/28/2005,140,3.50%,1.3836,-0.0008,7.41%,8.05%,15.11%,3.12%
89368,1/7/2005,136,-3.30%,0.3557,0.0028,2.58%,2.70%,8.88%,-2.43%
89368,1/14/2005,137,-2.51%,0.3563,0.0026,2.58%,2.70%,8.83%,-2.55%
89368,1/21/2005,138,-0.33%,0.3566,0.0025,2.57%,2.69%,8.87%,0.11%
89368,1/28/2005,139,-1.99%,0.3561,0.0024,2.57%,2.69%,8.80%,-2.12%
89369,1/7/2005,137,-1.93%,0.7319,0.0065,8.00%,8.17%,4.18%,-0.04%
89369,1/14/2005,138,0.93%,0.7319,0.0066,7.97%,8.14%,4.18%,0.89%
89369,1/21/2005,139,0.92%,0.7295,0.0067,7.94%,8.11%,4.17%,1.87%
89369,1/28/2005,140,0.00%,0.7293,0.0066,7.91%,8.08%,4.16%,-0.22%
